batch,loss,ACC
319,0.00021847088646609336,0.975
19,<<epoch || averaged loss>>,0.004350185306975618
1,0.0004363854823168367,0.9625
54,0.000694412796292454,0.9708333333333334
107,8.392333984375e-05,0.9791666666666666
160,0.00041500726365484297,0.9666666666666666
213,0.0002951622009277344,0.9791666666666667
266,0.00013746051990892738,0.9625
319,0.00016021728515625,0.9666666666666668
20,<<epoch || averaged loss>>,0.0022225688881007954
1,9.266535198548809e-05,0.9625
54,0.09583335369825363,0.979166666666667
107,0.0013871988048776984,0.975
160,0.0005690885591320693,0.9708333333333334
213,3.751118856598623e-05,0.9791666666666667
266,0.0001277923583984375,0.9666666666666666
319,0.0012300809612497687,0.9625
21,<<epoch || averaged loss>>,0.09927769092246308
1,5.555152893066406e-05,0.9583333333333333
54,0.0021622180938720703,0.9458333333333334
107,0.02281876467168331,0.8624999999999998
160,0.055692434310913086,0.9583333333333333
213,0.00047818818711675704,0.9666666666666666
266,0.00040443739271722734,0.9708333333333334
319,0.0005611578817479312,0.9666666666666668
22,<<epoch || averaged loss>>,0.08217275206698105
1,0.00935373455286026,0.9583333333333336
54,0.00040602684020996094,0.9791666666666666
107,0.0010759035358205438,0.9625
160,0.00021322567772585899,0.9625
213,0.00018636386084835976,0.9708333333333334
266,0.0001564820558996871,0.9625
319,0.00017023086547851562,0.9583333333333334
23,<<epoch || averaged loss>>,0.011561967388843186
1,6.612142169615254e-05,0.9541666666666666
54,5.030632019042969e-05,0.9666666666666666
107,0.00014702479529660195,0.975
160,0.019667748361825943,0.9791666666666666
213,0.03804892674088478,0.975
266,0.00493987649679184,0.975
319,0.0008896986837498844,0.9625
24,<<epoch || averaged loss>>,0.06380970282043563
1,0.0004715919494628906,0.975
54,0.003276317846029997,0.975
107,0.0004429022374097258,0.9749999999999999
160,0.003773887874558568,0.9666666666666666
213,0.0032712940592318773,0.9291666666666666
266,0.0004856586456298828,0.9791666666666666
319,0.0010549781145527959,0.9791666666666666
25,<<epoch || averaged loss>>,0.012776630726875737
1,0.0004090467991773039,0.975
54,0.00029619535780511796,0.9708333333333334
107,0.0004294713435228914,0.9791666666666666
160,0.00015981991600710899,0.9791666666666666
213,0.0004625736619345844,0.9375
266,0.009905868209898472,0.9708333333333334
319,7.081031799316406e-05,0.9458333333333332
26,<<epoch || averaged loss>>,0.011733785606338643
1,4.990895467926748e-05,0.9291666666666665
54,0.014500015415251255,0.9666666666666666
107,0.0005036990041844547,0.9833333333333332
160,0.00770576810464263,0.9833333333333334
213,0.0018393993377685547,0.975
266,0.0002789907157421112,0.9875
319,0.0001010894775390625,0.9833333333333332
27,<<epoch || averaged loss>>,0.024978871009807335
1,0.00029190382338128984,0.9666666666666666
54,9.870529174804688e-05,0.9666666666666668
107,7.001558697083965e-05,0.975
160,6.914138793945312e-05,0.9708333333333334
213,0.00015695889305789024,0.9708333333333334
266,7.486343383789062e-05,0.9666666666666666
319,5.7776767789619043e-05,0.975
28,<<epoch || averaged loss>>,0.0008193651847250294
1,9.028116619447246e-05,0.9625
54,4.069010537932627e-05,0.9666666666666666
107,0.0002869440650101751,0.9708333333333332
160,0.00013311703514773399,0.9708333333333334
213,0.0004901941283605993,0.970833333333333
266,4.291534423828125e-05,0.9541666666666664
319,8.408228313783184e-05,0.9500000000000002
29,<<epoch || averaged loss>>,0.0011682241274684202
1,3.8623809814453125e-05,0.9541666666666666
54,0.0025027028750628233,0.9708333333333334
107,9.846687316894531e-05,0.9791666666666664
160,7.112821185728535e-05,0.9666666666666668
213,0.0003802776336669922,0.9750000000000002
266,0.15789012610912323,0.975
319,4.7524768888251856e-05,0.975
30,<<epoch || averaged loss>>,0.16102885028158198
1,0.00012350082397460938,0.9583333333333334
54,4.704793173004873e-05,0.9708333333333332
107,2.0345052689663135e-05,0.9625
160,2.956390380859375e-05,0.9708333333333334
213,3.5444896639091894e-05,0.9666666666666668
266,0.00011889139568665996,0.9708333333333334
319,1.9391378373256885e-05,0.9708333333333334
31,<<epoch || averaged loss>>,0.00039418538290192373
1,8.972486102720723e-05,0.9708333333333334
54,9.377797141496558e-06,0.9708333333333334
107,2.082188984786626e-05,0.9791666666666666
160,1.2874603271484375e-05,0.975
213,7.343292236328125e-05,0.975
266,4.674305091612041e-05,0.9666666666666668
319,6.834665782662341e-06,0.975
32,<<epoch || averaged loss>>,0.0002598097903501184
1,4.450480264495127e-05,0.9708333333333334
54,2.5431314497836865e-05,0.9666666666666668
107,2.845128437911626e-05,0.9624999999999998
160,8.424122825090308e-06,0.9666666666666666
213,2.314644370926544e-05,0.9625
266,2.495447733963374e-05,0.9624999999999998
319,8.265177712019067e-06,0.9708333333333332
33,<<epoch || averaged loss>>,0.00016317762310791295
1,1.52587890625e-05,0.9625
54,2.4159749955288135e-05,0.9750000000000002
107,4.800160604645498e-05,0.9625000000000001
160,0.00017062823462765664,0.975
213,6.33398667559959e-05,0.9666666666666665
266,6.516774647025159e-06,0.9708333333333332
319,0.001325368881225586,0.7666666666666664
34,<<epoch || averaged loss>>,0.0016532739023205067
1,0.00016339619469363242,0.8208333333333332
54,0.07673901319503784,0.9666666666666668
107,0.014370759017765522,0.9625
160,0.011832515709102154,0.9041666666666666
213,0.0046292939223349094,0.9624999999999998
266,0.005682111717760563,0.9500000000000002
319,0.05436919257044792,0.9458333333333332
35,<<epoch || averaged loss>>,0.16778628232714254
1,0.004352266434580088,0.9541666666666668
54,0.0003660520014818758,0.9708333333333334
107,0.03321191668510437,0.9666666666666666
160,0.008806332014501095,0.9666666666666666
213,0.0012595653533935547,0.9666666666666666
266,0.0004317760467529297,0.9625
319,0.0008703867788426578,0.9666666666666666
36,<<epoch || averaged loss>>,0.04929829531465657
1,0.0007742245797999203,0.9708333333333332
54,0.00022164981055539101,0.9583333333333333
107,0.00039418539381586015,0.9666666666666666
160,0.007745929062366486,0.9666666666666666
213,0.00012350082397460938,0.9708333333333335
266,0.011263038963079453,0.9374999999999998
319,0.006150785833597183,0.9541666666666668
37,<<epoch || averaged loss>>,0.026673314467188902
1,0.023852109909057617,0.9583333333333333
54,0.00016573441098444164,0.9666666666666665
107,0.0008748703403398395,0.9541666666666666
160,0.00027680397033691406,0.9541666666666666
213,0.0010139942169189453,0.9583333333333334
266,0.010968208312988281,0.9708333333333334
319,0.0035902943927794695,0.9458333333333332
38,<<epoch || averaged loss>>,0.04074201555340551
1,0.00034236907958984375,0.9625
54,0.0011791539145633578,0.9791666666666667
107,7.295608520507812e-05,0.9666666666666668
160,0.0001571973116369918,0.9583333333333333
213,0.0016796295531094074,0.9750000000000002
266,0.001471439958550036,0.9708333333333332
319,0.0009999275207519531,0.9541666666666668
39,<<epoch || averaged loss>>,0.005902673423406668
1,0.002125342609360814,0.975
54,0.1371583491563797,0.9750000000000002
107,0.0015448728809133172,0.975
160,0.0004219214024487883,0.9666666666666666
213,0.0006636778707616031,0.9749999999999999
266,0.0013806819915771484,0.975
319,0.00025916099548339844,0.9791666666666666
40,<<epoch || averaged loss>>,0.14355400690692477
1,0.0004057142650708556,0.975
54,0.004515965934842825,0.975
107,0.0002633730473462492,0.9791666666666667
160,0.00021004676818847656,0.9791666666666667
213,0.00030787786818109453,0.9875
266,0.0002853870391845703,0.9791666666666666
319,0.00010601679241517559,0.975
41,<<epoch || averaged loss>>,0.006094381715229247
1,0.0008328755502589047,0.9791666666666667
54,0.0033202171325683594,0.8541666666666667
107,5.0067901611328125e-05,0.9500000000000002
160,0.00039830474997870624,0.9666666666666665
213,0.004199059680104256,0.9666666666666666
266,0.00014019012451171875,0.9708333333333334
319,5.563100057770498e-05,0.9666666666666665
42,<<epoch || averaged loss>>,0.008996346139610978
1,5.7968565670307726e-05,0.9791666666666666
54,7.03025798429735e-05,0.9791666666666666
107,9.703636169433594e-05,0.9791666666666667
160,5.14984130859375e-05,0.9708333333333332
213,5.14984130859375e-05,0.9791666666666666
266,1.732508280838374e-05,0.9625
319,0.89349365234375,0.7916666666666664
43,<<epoch || averaged loss>>,0.8938392817599379
1,0.005772298667579889,0.8541666666666664
54,0.0008297761087305844,0.9833333333333332
107,0.00657073687762022,0.9791666666666666
160,0.02958436869084835,0.9708333333333332
213,0.00041147274896502495,0.975
266,0.06006522849202156,0.9291666666666668
319,0.00019817038264591247,0.9625000000000001
44,<<epoch || averaged loss>>,0.10343205196841154
1,4.8478443204658106e-05,0.9666666666666665
54,3.1312305509345606e-05,0.9666666666666668
107,0.00021957406715955585,0.9666666666666668
160,0.008573572151362896,0.9666666666666668
213,0.0015576680889353156,0.9791666666666666
266,0.00013404329365585,0.975
319,0.0002858824154827744,0.9791666666666666
45,<<epoch || averaged loss>>,0.010850530765310396
1,0.00076359260128811,0.9708333333333332
54,6.071726602385752e-05,0.9708333333333334
107,1.52587890625e-05,0.9708333333333332
160,0.00013684445002581924,0.9708333333333334
213,2.9246011763461865e-05,0.8916666666666664
266,5.8333080232841894e-05,0.9541666666666666
319,0.0013810413656756282,0.966666666666667
46,<<epoch || averaged loss>>,0.0024450335640722187
1,0.00012461344886105508,0.9708333333333334
54,0.0005543333245441318,0.9791666666666666
107,0.00020503997802734375,0.9666666666666666
160,0.0004688104090746492,0.9749999999999999
213,0.0003915164852514863,0.9666666666666668
266,0.0016006077639758587,0.9666666666666666
319,0.0017287227092310786,0.9708333333333335
47,<<epoch || averaged loss>>,0.005073644118965603
1,0.00010116895282408223,0.9791666666666667
54,0.00035359052708372474,0.9583333333333334
107,0.00011110305786132812,0.9708333333333334
160,0.0007658004760742188,0.9666666666666666
213,0.0006369749899022281,0.975
266,0.00038242340087890625,0.9666666666666668
319,0.0010807514190673828,0.9750000000000002
48,<<epoch || averaged loss>>,0.003431812823691871
1,0.00017317135643679649,0.9708333333333332
54,0.00041397413588128984,0.9791666666666667
107,6.305179704213515e-05,0.9791666666666666
160,7.534027099609375e-05,0.975
213,0.00025272369384765625,0.975
266,7.689438643865287e-05,0.975
319,6.469091022154316e-05,0.975
49,<<epoch || averaged loss>>,0.0011198465508641675
1,0.00013627004227600992,0.9791666666666666
54,3.973643106292002e-05,0.9666666666666666
107,7.645288860658184e-05,0.9666666666666666
160,7.10474414518103e-05,0.9708333333333334
213,3.2901763916015625e-05,0.9833333333333332
266,2.7020772904506885e-05,0.9708333333333332
319,2.972284892166499e-05,0.9583333333333333
50,<<epoch || averaged loss>>,0.0004131521891395096
1,7.104873657226562e-05,0.9833333333333334
54,3.274281698395498e-05,0.9708333333333332
107,3.746131551451981e-05,0.9583333333333336
160,2.113978007400874e-05,0.9791666666666666
213,5.435943603515625e-05,0.975
266,8.63777895574458e-05,0.9791666666666666
319,2.400080302322749e-05,0.9624999999999998
51,<<epoch || averaged loss>>,0.0003271306777605787
1,2.574920654296875e-05,0.9833333333333334
54,1.923243144119624e-05,0.9708333333333334
107,9.616216266294941e-05,0.9708333333333334
160,0.0003273446054663509,0.9708333333333334
213,6.008148193359375e-05,0.975
266,2.8292337447055615e-05,0.9625
319,1.9391378373256885e-05,0.9875000000000002
52,<<epoch || averaged loss>>,0.0005762536038673716
1,0.00010506311809876934,0.975
54,0.00015362103295046836,0.9625
107,2.627873618621379e-05,0.9666666666666666
160,2.3408605557051487e-05,0.9833333333333332
213,1.9839158994727768e-05,0.975
266,2.1298727006069385e-05,0.9833333333333332
319,1.2079874977644067e-05,0.9666666666666666
53,<<epoch || averaged loss>>,0.0003615892537709442
1,4.132588583161123e-05,0.9833333333333334
54,7.62939453125e-06,0.9875
107,5.6107837735908106e-05,0.9666666666666666
160,6.643930828431621e-05,0.9833333333333332
213,4.707547486759722e-05,0.9625
266,1.1920928955078125e-05,0.9708333333333334
319,1.6689300537109375e-05,0.9708333333333334
54,<<epoch || averaged loss>>,0.00024718813074287027
1,1.0808308616105933e-05,0.9708333333333334
54,8.265177712019067e-06,0.9749999999999999
107,8.106231689453125e-06,0.975
160,4.514058309723623e-05,0.9708333333333334
213,8.265177712019067e-06,0.975
266,1.7642974853515625e-05,0.8666666666666668
319,0.0012399355182424188,0.9375000000000002
55,<<epoch || averaged loss>>,0.0013381639719227678
1,0.09035565704107285,0.9458333333333332
54,0.001000483869574964,0.9625
107,0.0026146620512008667,0.9541666666666668
160,0.014612674713134766,0.9791666666666667
213,0.002670764923095703,0.9499999999999998
266,0.0016520023345947266,0.9708333333333332
319,0.002292235614731908,0.9708333333333334
56,<<epoch || averaged loss>>,0.11519848054740578
1,0.0037256081122905016,0.9749999999999999
54,0.0001858760806499049,0.9666666666666666
107,0.0016689300537109375,0.9708333333333332
160,0.0003698666987475008,0.9416666666666667
213,0.00034387907362543046,0.9499999999999998
266,0.012492378242313862,0.9083333333333332
319,0.0035348732490092516,0.9416666666666667
57,<<epoch || averaged loss>>,0.02232141151034739
1,0.0008399486541748047,0.9625
54,0.02343231998383999,0.9583333333333333
107,0.007959763519465923,0.9541666666666666
160,0.00013796488929074258,0.9583333333333334
213,0.0008635520935058594,0.9666666666666666
266,7.120767986634746e-05,0.9666666666666666
319,0.0005233105621300638,0.8749999999999998
58,<<epoch || averaged loss>>,0.03382806738227373
1,0.0007146994466893375,0.8958333333333333
54,0.0007414817810058594,0.95
107,0.0008843615069054067,0.975
160,4.9591064453125e-05,0.9666666666666665
213,0.00014246502541936934,0.966666666666667
266,0.42315196990966797,0.9666666666666668
319,0.0001869996340246871,0.975
59,<<epoch || averaged loss>>,0.42587156836816575
1,0.0001773039548425004,0.975
54,0.0001239776611328125,0.9791666666666667
107,0.002026796340942383,0.9791666666666666
160,0.0001476605684729293,0.9708333333333334
213,0.0003692586615215987,0.9583333333333334
266,8.068956230999902e-05,0.9708333333333332
319,0.0007031758432276547,0.9666666666666668
60,<<epoch || averaged loss>>,0.0036288625924498774
1,8.853276813169941e-05,0.9666666666666665
54,8.106231689453125e-05,0.9666666666666666
107,0.00021298725914675742,0.9708333333333334
160,0.00023528239398729056,0.9625
213,0.00012953838449902833,0.9541666666666666
266,0.00045309579581953585,0.9708333333333334
319,0.00010061264038085938,0.9666666666666668
61,<<epoch || averaged loss>>,0.0013011115588597022
1,1.790904025256168e-05,0.9708333333333334
54,4.673004150390625e-05,0.95
107,2.8483374990173616e-05,0.9666666666666668
160,0.0006987343076616526,0.9541666666666664
213,0.0002040068357018754,0.9750000000000002
266,5.308787149260752e-05,0.9666666666666666
319,4.00543212890625e-05,0.9625
62,<<epoch || averaged loss>>,0.0010890057928918395
1,0.0001164360874099657,0.9708333333333332
54,2.7974447220913135e-05,0.9625
107,5.213419717620127e-05,0.9666666666666668
160,0.000102996826171875,0.9708333333333332
213,0.00013446807861328125,0.9625000000000001
266,7.390975952148438e-05,0.9708333333333332
319,1.0172526344831567e-05,0.9666666666666668
63,<<epoch || averaged loss>>,0.0005180919224585523
1,3.0676525057060644e-05,0.975
54,3.465016561676748e-05,0.9708333333333334
107,0.00041762986802496016,0.7625
160,8.424122825090308e-06,0.9458333333333334
213,2.0345052689663135e-05,0.9416666666666667
266,0.005070077255368233,0.9291666666666666
319,0.26635318994522095,0.9541666666666666
64,<<epoch || averaged loss>>,0.2719349929348027
1,0.0008791287546046078,0.9458333333333335
54,2.6067098588100635e-05,0.9458333333333332
107,3.369649130036123e-05,0.9625
160,0.006071408744901419,0.9541666666666666
213,3.2583873689873144e-05,0.9708333333333334
266,0.0005007584695704281,0.9833333333333332
319,9.202957153320312e-05,0.9666666666666668
65,<<epoch || averaged loss>>,0.007635673004187993
1,0.002289061201736331,0.9708333333333332
54,0.0005048115854151547,0.9666666666666666
107,0.0001400311739416793,0.9791666666666666
160,0.00015203158545773476,0.9708333333333332
213,0.0002504728618077934,0.9708333333333332
266,0.00010387102520326152,0.9791666666666667
319,0.00016407166549470276,0.9666666666666668
66,<<epoch || averaged loss>>,0.0036043510990566574
1,1.9550323486328125e-05,0.9708333333333332
54,0.00011986957542831078,0.9833333333333332
107,6.214777386048809e-05,0.9666666666666666
160,1.700719258224126e-05,0.9750000000000002
213,2.1457672119140625e-05,0.9833333333333332
266,1.2079874977644067e-05,0.9666666666666666
319,6.469091022154316e-05,0.975
67,<<epoch || averaged loss>>,0.0003168033226756961
1,3.363815994816832e-05,0.9708333333333334
54,0.00020111404592171311,0.9708333333333334
107,7.196207297965884e-05,0.9833333333333332
160,1.0013580322265625e-05,0.9791666666666666
213,2.1616617232211865e-05,0.9791666666666664
266,1.1444091796875e-05,0.975
319,1.049041748046875e-05,0.9708333333333332
68,<<epoch || averaged loss>>,0.0003602789856813615
1,0.00020360946655273438,0.9666666666666665
54,1.4781951904296875e-05,0.975
107,0.002935320371761918,0.9666666666666666
160,0.00010903676593443379,0.9750000000000002
213,1.2874603271484375e-05,0.9666666666666666
266,5.753834921051748e-05,0.9666666666666665
319,2.9881795853725635e-05,0.9791666666666666
69,<<epoch || averaged loss>>,0.0033630433044891106
1,4.76837158203125e-06,0.9708333333333334
54,3.973642833443591e-06,0.975
107,0.0009576557204127312,0.9833333333333332
160,4.069010537932627e-05,0.9583333333333333
213,1.8796361473505385e-05,0.9708333333333334
266,1.3510386452253442e-05,0.975
319,4.2434603528818116e-05,0.9708333333333334
70,<<epoch || averaged loss>>,0.0010818291916621092
1,4.291534423828125e-06,0.9666666666666668
54,9.695689186628442e-06,0.979166666666667
107,1.6406320355599746e-05,0.9666666666666666
160,4.609426014212659e-06,0.9708333333333334
213,3.655751470432733e-06,0.9791666666666664
266,7.748603820800781e-05,0.9833333333333334
319,4.927317149849841e-06,0.975
71,<<epoch || averaged loss>>,0.00012107207680855936
1,2.86102294921875e-06,0.975
54,8.900959983293433e-06,0.9708333333333334
107,1.5576681107631885e-05,0.9833333333333332
160,3.6716461181640625e-05,0.975
213,1.6689300537109375e-05,0.9708333333333334
266,3.496805902614142e-06,0.9791666666666666
319,0.00010942144581349567,0.9666666666666666
72,<<epoch || averaged loss>>,0.00019366267747500387
1,2.225239995823358e-06,0.975
54,2.543131586207892e-06,0.975
107,6.516774647025159e-06,0.9708333333333332
160,2.86102294921875e-06,0.9708333333333334
213,9.377797141496558e-06,0.9708333333333334
266,9.218852028425317e-06,0.9708333333333334
319,4.7524768888251856e-05,0.9833333333333334
73,<<epoch || averaged loss>>,8.026758723644889e-05
1,3.4491222322685644e-05,0.9625
54,3.178914312229608e-06,0.9666666666666666
107,1.8886134057538584e-05,0.9666666666666666
160,0.04064524173736572,0.24999999999999992
213,0.4043980538845062,0.9208333333333334
266,0.00036525726318359375,0.9583333333333334
319,0.0003635883331298828,0.9708333333333332
74,<<epoch || averaged loss>>,0.4458286974888779
1,1.1313589811325073,0.9708333333333334
54,0.0004388491215649992,0.9625
107,0.00015926361083984375,0.9625
160,9.560585021972656e-05,0.9708333333333334
213,0.0005800724029541016,0.9708333333333334
266,0.00017984707665164024,0.9791666666666666
319,8.100767445284873e-05,0.9708333333333334
75,<<epoch || averaged loss>>,1.1328936268691905
1,0.0003990332188550383,0.9791666666666667
54,0.0001423358917236328,0.9708333333333334
107,6.437301635742188e-05,0.9666666666666666
160,9.640058124205098e-05,0.9624999999999998
213,3.6682635254692286e-05,0.9666666666666668
266,0.00010763834870886058,0.9583333333333333
319,7.565816486021504e-05,0.975
76,<<epoch || averaged loss>>,0.0009221218570019118
1,2.179009243263863e-05,0.9833333333333334
54,0.00010275840759277344,0.9791666666666666
107,3.7670135498046875e-05,0.9625
160,0.0005129973287694156,0.9708333333333334
213,0.0002137025148840621,0.9708333333333334
266,0.0001850128173828125,0.9708333333333335
319,3.74678238586057e-05,0.9666666666666666
77,<<epoch || averaged loss>>,0.0011113991204183549
1,2.5113424271694385e-05,0.9708333333333334
54,1.961863017641008e-05,0.9791666666666667
107,0.00012702270760200918,0.9625
160,2.4477640181430615e-05,0.9791666666666666
213,2.5423292754567228e-05,0.975
266,4.800160604645498e-05,0.9750000000000002
319,5.6823093473212793e-05,0.9625
78,<<epoch || averaged loss>>,0.00032648039450577926
1,8.893013000488281e-05,0.9708333333333332
54,3.910064697265625e-05,0.975
107,1.9550323486328125e-05,0.9708333333333334
160,2.2570291548618115e-05,0.975
213,3.782908243010752e-05,0.9750000000000002
266,5.2928924560546875e-05,0.9666666666666668
319,3.782908243010752e-05,0.9666666666666666
79,<<epoch || averaged loss>>,0.0002987384814332472
1,1.4623005881730933e-05,0.975
54,1.0649363503034692e-05,0.975
107,1.0013580322265625e-05,0.9624999999999998
160,1.3192494407121558e-05,0.975
213,2.400080302322749e-05,0.9708333333333334
266,1.1285145774309058e-05,0.9541666666666666
319,2.272923848067876e-05,0.9583333333333334
80,<<epoch || averaged loss>>,0.00010649363139236812
1,2.0816250980715267e-05,0.975
54,0.00018893486412707716,0.9624999999999998
107,9.981790935853496e-05,0.9791666666666666
160,4.9043475883081555e-05,0.9666666666666665
213,1.3987223610456567e-05,0.9666666666666666
266,1.5391497072414495e-06,0.9708333333333332
319,2.247509837616235e-05,0.9666666666666666
81,<<epoch || averaged loss>>,0.0003966139720432693
1,1.1920928955078125e-05,0.9749999999999999
54,0.00012162782513769343,0.9666666666666668
107,5.6425731600029394e-05,0.9708333333333334
160,9.5367431640625e-06,0.9666666666666666
213,2.2252401322475635e-05,0.9541666666666664
266,0.0004808107914868742,0.9333333333333333
319,0.00014809535059612244,0.7916666666666663
82,<<epoch || averaged loss>>,0.0008506697722623358
1,0.13043011724948883,0.7916666666666664
54,0.0004907851689495146,0.4499999999999999
107,0.015479008667171001,0.9625
160,0.0002839750668499619,0.9666666666666666
